line,title,author,cited_num,relate,reverse_relate
Topology-transparent schedule with reservation and carrier sense for multihop ad hoc networks,Topology-transparent schedule with reservation and carrier sense for multihop ad hoc networks,G Zhang,16,100.00%,100.00%
Virtual Grid Spatial Reusing Algorithm for MAC Address Assignment in Wireless Sensor Network,[CITATION][C] Virtual grid spatial reusing algorithm for MAC address assignment in wireless sensor network,M Sheng,8,30.77%,28.57%
Internet end-to-end delay dynamics 1 1 This project was supported by the National Natural Science Foundation of China,Internet end-to-end delay dynamics11This project was supported by the National Natural Science Foundation of China (60132030; 60572147).,C Zhu,2,77.78%,82.35%
MC-CDMA for optical wireless communications,[CITATION][C] MC-CDMA for optical wireless communications,,0,100.00%,83.33%
A novel integer frequency offset estimator for OFDM,A novel integer frequency offset estimator for OFDM,,1,100.00%,100.00%
Relative degree adaptive flooding broadcast algorithm for ad hoc networks,Relative degree adaptive flooding broadcast algorithm for ad hoc networks,M Sheng,52,100.00%,100.00%
Hybrid splitting algorithm for wireless MAC,Hybrid splitting algorithm for wireless MAC,M Sheng,8,100.00%,100.00%
A Novel Wavelet Packet Division Multiplexing Based on Maximum Likelihood Algorithm and Optimum Pilot Symbol Assisted Modulation for Rayleigh Fading Channels,A novel wavelet packet division multiplexing based on maximum likelihood algorithm and optimum pilot symbol assisted modulation for Rayleigh fading channels,,14,23.81%,23.81%
High reliable multiuser detector based on strong tracking filter,Recent advances in high-speed underwater acoustic communications,M Stojanovic,788,0.00%,0.00%
Maximum likelihood method for integer frequency offset estimation of OFDM systems,Maximum likelihood method for integer frequency offset estimation of OFDM systems,,35,100.00%,100.00%
Robust modulation classifier based on cumulants for MDPSK with frequency offset,Robust modulation classifier based on cumulants for MDPSK with frequency offset,,0,100.00%,100.00%
MAC protocol for mobile ad hoc network with smart antennas,MAC protocol for mobile ad hoc network with smart antennas,M Sheng,41,100.00%,100.00%
Routing protocol with QoS guarantees for ad-hoc network,Routing protocol with QoS guarantees for ad-hoc network,M Sheng,45,100.00%,100.00%
A universal receiver structure for MDPSK signals,A universal receiver structure for MDPSK signals,,0,100.00%,100.00%
Timing estimator for MC-CDMA system,Timing estimator for MC-CDMA system,,6,100.00%,100.00%
A user-dependent Perfect-scheduling Multiple Access protocol for voice-data integration in wireless networks,A USER-DEPENDENT PERFECT-SCHEDULING MULTIPLE ACCESS PROTOCOL FOR VOICE-DATA INTEGRATION IN WIRELESS NETWORKS,,0,8.33%,8.33%
Detecting horizontal gene transfer with T-REX and RHOM programs.,Detecting horizontal gene transfer with T-REX and RHOM programs,L Wang,4,88.89%,88.89%
"Phylogenetic position of Ephedra rhytidosperma, a species endemic to China: evidence from chloroplast and ribosomal DNA sequences.","Phylogenetic position of Ephedra rhytidosperma, a species endemic to China: evidence from chloroplast and ribosomal DNA sequences",,12,94.12%,94.12%
Chemotypical variability of leaf oils in Elephantopus scaber from 12 locations in China.,Chemotypical variability of leaf oils in Elephantopus scaber from 12 locations in China,L Wang J Liu,10,92.31%,92.31%
Detecting correlation between sequence and expression divergences in a comparative analysis of human serpin genes.,Detecting correlation between sequence and expression divergences in a comparative analysis of human serpin genes,,6,93.33%,93.33%
"Chemical composition of the essential oil of Rhodiola quadrifida from Xinjiang, China.","Chemical composition of the essential oil of Rhodiola quadrifida from Xinjiang, China",,7,91.67%,91.67%
"A molecular docking model of SARS-CoV S1 protein in complex with its receptor, human ACE2.","A molecular docking model of SARS-CoV S1 protein in complex with its receptor, human ACE2",,6,93.33%,93.33%
Expression and characterization of the carboxyl esterase Rv3487c from Mycobacterium tuberculosis.,Expression and characterization of the carboxyl esterase Rv3487c from Mycobacterium tuberculosis,M Zhang,54,90.91%,90.91%
MPSS: an integrated database system for surveying a set of proteins.,MPSS: an integrated database system for surveying a set of proteins,,11,90.91%,90.91%
The effect of water depth on seedling emergence and early growth of Vallisneria natans in a eutrophic lake with reduced transparency.,The effect of water depth on seedling emergence and early growth of Vallisneria natans in a eutrophic lake with reduced transparency,,3,95.24%,95.24%
"Phylogenetic relationships of salangid fishes (Osmeridae, Salanginae) with comments on phylogenetic placement of the salangids based on mitochondrial DNA sequences.","Phylogenetic relationships of salangid fishes (Osmeridae, Salanginae) with comments on phylogenetic placement of the salangids based on mitochondrial DNA …",JA Lopez,26,90.00%,94.74%
Statistical analysis on adaptive evolution of SQUA genes in angiosperms.,Statistical analysis on adaptive evolution of SQUA genes in angiosperms,,1,90.00%,90.00%
Multilingual collection retrieving via ontology alignment.,Multilingual Collection Retrieving Via Ontology Alignment.,L Zhang G Wu,7,16.67%,16.67%
"Local competitive effects of introduced Spartina alterniflora on Scirpus mariqueter at Dongtan of Chongming Island, the Yangtze river estuary and their potential ecological consequences.","Local competitive effects of introduced Spartina alterniflora on Scirpus mariqueter at Dongtan of Chongming Island, the Yangtze River estuary and their potential …",,159,83.33%,90.91%
On the Relation Between PDA and MMSE-ISDIC,On the relation between PDA and MMSE-ISDIC,,22,71.43%,71.43%
A novel distributed algorithm for media access control address assignment in wireless sensor networks,A novel distributed algorithm for media access control address assignment in wireless sensor networks,M Sheng,0,100.00%,100.00%
Broadcast scheduling with MIMO links in multi-hop ad hoc networks,Broadcast scheduling with MIMO links in multi-hop ad hoc networks,G Zhang,3,100.00%,100.00%
Further Results on the Maximum-Likelihood IFO Estimation for OFDM Systems,Further Results on the Maximum-Likelihood IFO Estimation for OFDM Systems,Z Lu,2,100.00%,100.00%
A distributed synchronous reservation multiple access control protocol for mobile Ad hoc networks,A distributed synchronous reservation multiple access control protocol for mobile Ad hoc networks,,5,100.00%,100.00%
Design of the Periodic Training Sequence for Joint Channel and Frequency Estimation in MIMO Frequency-Selective Channels,Design of the periodic training sequence for joint channel and frequency estimation in MIMO frequency-selective channels,Z Lu,8,43.75%,43.75%
Serially concatenated continuous phase modulation with reduced iterative demodulation and detection,Serially concatenated continuous phase modulation with reduced iterative demodulation and detection,,4,100.00%,100.00%
A reduced state SISO iterative decoding algorithm for serially concatenated continuous phase modulation.,A reduced state SISO iterative decoding algorithm for serially concatenated continuous phase modulation,,2,92.31%,92.31%
Supporting service differentiation with enhancements of the IEEE 802.11 MAC protocol: Models and analysis.,Supporting service differentiation with enhancements of the IEEE 802.11 MAC protocol: models and analysis,R Battiti,54,85.71%,85.71%
A Hierarchical Digital Modulation Classification Algorithm for Adaptive Wireless Communication Systems,A hierarchical digital modulation classification algorithm for adaptive wireless communication systems,,5,18.18%,18.18%
Topology-transparent reservation time division multiple access protocol with MIMO links in multihop ad hoc networks,Topology-transparent reservation time division multiple access protocol with MIMO links in multihop ad hoc networks,G Zhang M Sheng,10,100.00%,100.00%
A novel self-adaptive transmission scheme over an IEEE 802.11 WLAN for supporting multi-service.,A novel self‐adaptive transmission scheme over an IEEE 802.11 WLAN for supporting multi‐service,,11,84.62%,84.62%
Topology-transparent schedule with reservation and carrier sense for multihop ad hoc networks,Topology-transparent schedule with reservation and carrier sense for multihop ad hoc networks,G Zhang,16,100.00%,100.00%
Virtual Grid Spatial Reusing Algorithm for MAC Address Assignment in Wireless Sensor Network,[CITATION][C] Virtual grid spatial reusing algorithm for MAC address assignment in wireless sensor network,M Sheng,8,30.77%,28.57%
Internet end-to-end delay dynamics 1 1 This project was supported by the National Natural Science Foundation of China,Internet end-to-end delay dynamics11This project was supported by the National Natural Science Foundation of China (60132030; 60572147).,C Zhu,2,77.78%,82.35%
MC-CDMA for optical wireless communications,[CITATION][C] MC-CDMA for optical wireless communications,,0,100.00%,83.33%
A novel integer frequency offset estimator for OFDM,A novel integer frequency offset estimator for OFDM,,1,100.00%,100.00%
Relative degree adaptive flooding broadcast algorithm for ad hoc networks,Relative degree adaptive flooding broadcast algorithm for ad hoc networks,M Sheng,52,100.00%,100.00%
Hybrid splitting algorithm for wireless MAC,Hybrid splitting algorithm for wireless MAC,M Sheng,8,100.00%,100.00%
A Novel Wavelet Packet Division Multiplexing Based on Maximum Likelihood Algorithm and Optimum Pilot Symbol Assisted Modulation for Rayleigh Fading Channels,A novel wavelet packet division multiplexing based on maximum likelihood algorithm and optimum pilot symbol assisted modulation for Rayleigh fading channels,,14,23.81%,23.81%
High reliable multiuser detector based on strong tracking filter,Recent advances in high-speed underwater acoustic communications,M Stojanovic,788,0.00%,0.00%
Maximum likelihood method for integer frequency offset estimation of OFDM systems,Maximum likelihood method for integer frequency offset estimation of OFDM systems,,35,100.00%,100.00%
Robust modulation classifier based on cumulants for MDPSK with frequency offset,Robust modulation classifier based on cumulants for MDPSK with frequency offset,,0,100.00%,100.00%
MAC protocol for mobile ad hoc network with smart antennas,MAC protocol for mobile ad hoc network with smart antennas,M Sheng,41,100.00%,100.00%
Routing protocol with QoS guarantees for ad-hoc network,Routing protocol with QoS guarantees for ad-hoc network,M Sheng,45,100.00%,100.00%
A universal receiver structure for MDPSK signals,A universal receiver structure for MDPSK signals,,0,100.00%,100.00%
Timing estimator for MC-CDMA system,Timing estimator for MC-CDMA system,,6,100.00%,100.00%
A user-dependent Perfect-scheduling Multiple Access protocol for voice-data integration in wireless networks,A USER-DEPENDENT PERFECT-SCHEDULING MULTIPLE ACCESS PROTOCOL FOR VOICE-DATA INTEGRATION IN WIRELESS NETWORKS,,0,8.33%,8.33%
