line,title,author,cited_num,relate,reverse_relate
Development of a China Dataset of Soil Hydraulic Parameters Using Pedotransfer Functions for Land Surface Modeling,Development of a China dataset of soil hydraulic parameters using pedotransfer functions for land surface modeling,Y Dai W Shangguan Q Duan,36,37.50%,37.50%
A China Dataset of Soil Properties for Land Surface Modeling,A China data set of soil properties for land surface modeling,W Shangguan Y Dai B Liu A Zhu,64,40.00%,36.36%
Mileage-based pricing insurance and its impact on China,Mileage-based pricing insurance and its impact on China,,1,100.00%,100.00%
Evaluation and application of Bayesian multi-model estimation in temperature simulations,Evaluation and application of Bayesian multi-model estimation in temperature simulations,Q Duan J Li,29,100.00%,100.00%
Assessing parameter importance of the Common Land Model based on qualitative and quantitative sensitivity analysis,Assessing parameter importance of the Common Land Model based on qualitative and quantitative sensitivity analysis,J Li QY Duan W Gong A Ye Y Dai,32,100.00%,100.00%
Evaluating the predictive skill of post-processed NCEP GFS ensemble precipitation forecasts in China's Huai river basin,Evaluating the predictive skill of post‐processed NCEP GFS ensemble precipitation forecasts in China's Huai river basin,Q Duan A Ye Y Tao,17,93.75%,93.75%
Developed and developing world responsibilities for historical climate change and CO2 mitigation,Developed and developing world responsibilities for historical climate change and CO2 mitigation,JC Moore X Cui,79,100.00%,100.00%
Continental-scale water and energy flux analysis and validation for the North American Land Data Assimilation System project phase 2 (NLDAS-2): 1. Intercomparison and application of model products,Continental‐scale water and energy flux analysis and validation for the North American Land Data Assimilation System project phase 2 (NLDAS‐2): 1 …,Y Xia J Sheffield,316,66.67%,90.48%
A Distributed Time—Variant Gain Hydrological Model Based on Remote Sensing,A Distributed Time—Variant Gain Hydrological Model Based on Remote Sensing,Y Aizhong,8,100.00%,100.00%
On the Applicability of Temperature and Precipitation Data from CMIP3 for China.,On the applicability of temperature and precipitation data from CMIP3 for China,Q Duan AGL Borthwick,18,58.33%,58.33%
Combining Simulation and Emulation for Calibrating Sequentially Reactive Transport Systems,Combining simulation and emulation for calibrating sequentially reactive transport systems,Y Sun Q Duan TA Buscheck,17,30.00%,30.00%
"Evaluation of the skill of pre-processed 14-day NCEP GFS ensemble forecast in Huaihe Basin, China","Evaluation of the skill of pre-processed 14-day NCEP GFS ensemble forecast in Huaihe Basin, China",Q Duan,0,100.00%,100.00%
A hydrologic post-processor for ensemble streamflow predictions,A hydrologic post-processor for ensemble streamflow predictions,Q Duan A Ye,40,100.00%,100.00%
Development of a Terrestrial Modeling System: The China-wide Demonstration,Development of a Terrestrial Modeling System: The China-wide Demonstration,Q Duan A Ye,0,100.00%,100.00%
Post-processing of MOPEX hydrologic simulations,Post-processing of MOPEX hydrologic simulations,Q Duan,0,100.00%,100.00%
Evaluation of Probabilistic Precipitation Forecast Using TIGGE data over Huaihe Basin,Evaluation of Probabilistic Precipitation Forecast Using TIGGE data over Huaihe Basin,Q Duan,0,100.00%,100.00%
Bayesian estimation of local signal and noise in multimodel simulations of climate change,Bayesian estimation of local signal and noise in multimodel simulations of climate change,Q Duan,48,100.00%,100.00%
Quantification of Parameter Uncertainty of the Common Land Model (CoLM),Quantification of parameter uncertainty of the common land model (CoLM),Q Duan A Ye Y Dai,4,50.00%,50.00%
Comment on ``Dynamically dimensioned search algorithm for computationally efficient watershed model calibration'' by Bryan A. Tolson and Christine A. Shoemaker,Dynamically dimensioned search algorithm for computationally efficient watershed model calibration,BA Tolson CA Shoemaker,317,40.00%,80.00%
Regional Parameter Estimation of the VIC Land Surface Model: Methodology and Application to River Basins in China,Regional parameter estimation of the VIC land surface model: methodology and application to river basins in China,F Yuan Q Duan,102,47.06%,47.06%
Multi-model ensemble hydrologic prediction using Bayesian model averaging,Multi-model ensemble hydrologic prediction using Bayesian model averaging,Q Duan NK Ajami S Sorooshian,328,100.00%,100.00%
Global Optimization With a Limited Budget of Function Evaluations,Global optimization with a limited budget of function evaluations,S Sorooshian,1,33.33%,33.33%
"An integrated hydrologic Bayesian multimodel combination framework: Confronting input, parameter, and model structural uncertainty in hydrologic prediction","An integrated hydrologic Bayesian multimodel combination framework: Confronting input, parameter, and model structural uncertainty in hydrologic prediction",NK Ajami Q Duan S Sorooshian,368,100.00%,100.00%
Accounting for Intermittency in Generation of Precipitation Ensembles from Quantitative Precipitation Forecast,Accounting for Intermittency in Generation of Precipitation Ensembles from Quantitative Precipitation Forecast,,0,100.00%,100.00%
Model Parameter Estimation Experiment (MOPEX): An overview of science strategy and major results from the second and third workshops,Model Parameter Estimation Experiment (MOPEX): An overview of science strategy and major results from the second and third workshops,Q Duan V Andreassian S Franks,361,100.00%,100.00%
"Western Pacific Geophysics Meeting in Beijing, China","Western Pacific geophysics meeting in Beijing, China",Q Duan,0,71.43%,71.43%
Multimodel Combination Techniques for Analysis of Hydrological Simulations: Application to Distributed Model Intercomparison Project Results,Multimodel combination techniques for analysis of hydrological simulations: Application to distributed model intercomparison project results,NK Ajami Q Duan,119,33.33%,33.33%
Compilation of the MOPEX 2004 results,Compilation of the MOPEX 2004 results,V Andreassian Q Duan V Fortin,5,100.00%,100.00%
The model parameter estimation experiment (MOPEX),The model parameter estimation experiment (MOPEX),Q Duan V Andréassian,20,100.00%,100.00%
"An Integrated Bayesian Uncertainty Estimator: fusion of Input, Parameter and Model Structural Uncertainty Estimation in Hydrologic Prediction System","An Integrated Bayesian Uncertainty Estimator: fusion of Input, Parameter and Model Structural Uncertainty Estimation in Hydrologic Prediction System",NK Ajami Q Duan S Sorooshian,0,100.00%,100.00%
Multi-Model Combination techniques for Hydrological Forecasting: Application to Distributed Model Intercomparison Project Results,Multimodel combination techniques for analysis of hydrological simulations: Application to distributed model intercomparison project results,NK Ajami Q Duan,119,30.77%,26.67%
Model Parameter Estimation Experiment (MOPEX): Overview and Summary of the Second and Third Workshop Result,"[CITATION][C] Model parameter estimation experiment (MOPEX): overview and summary of the second and third workshop results, MOPEX Special Issue",Q Duan V Andreassian S Franks,2,40.00%,31.58%
NOAA'S Advanced Hydrologic Prediction Service: Building Pathways for Better Science in Water Forecasting,NOAA's advanced hydrologic prediction service: Building pathways for better science in water forecasting,Q Duan,78,23.08%,23.08%
Application of Multi-Model Superensemble technique to flood forecasting through distributed hydrologic models,Application of Multi-Model Superensemble technique to flood forecasting through distributed hydrologic models,NK Ajami Q Duan,0,100.00%,100.00%
Streamflow and water balance intercomparisons of four land surface models in the North American Land Data Assimilation System project,Streamflow and water balance intercomparisons of four land surface models in the North American Land Data Assimilation System project,PR Houser,141,100.00%,100.00%
An Intercomparison of Soil Moisture Fields in the North American Land Data Assimilation System (NLDAS),An intercomparison of soil moisture fields in the North American Land Data Assimilation System (NLDAS),Q Duan,88,73.33%,73.33%
The distributed model intercomparison project (DMIP): motivation and experiment design,The distributed model intercomparison project (DMIP): motivation and experiment design,DJ Seo,363,100.00%,100.00%
Model Parameter Experiment Begins New Phase,Model parameter experiment begins new phase,T Wagener Q Duan,7,16.67%,16.67%
An intercomparison of soil moisture fields in the North American Land Data Assimilation System (NLDAS),An intercomparison of soil moisture fields in the North American Land Data Assimilation System (NLDAS),Q Duan,88,100.00%,100.00%
The multi-institution North American Land Data Assimilation System (NLDAS): Utilizing multiple GCIP products and partners in a continental distributed hydrological modeling system,The multi‐institution North American Land Data Assimilation System (NLDAS): Utilizing multiple GCIP products and partners in a continental distributed …,PR Houser,834,77.27%,89.47%
"The. following two articles are part of the special section GEWEX Continental-Scale International Project (GCIP)-3, which printed 27 August and 27 November 2003-D07S90. The multi-institution North","[CITATION][C] … special section GEWEX Continental-Scale International Project (GCIP)-3, which printed 27 August and 27 November 2003-D07S90. The multi-institution …",,0,57.69%,83.33%
Validation of the North American Land Data Assimilation System (NLDAS) retrospective forcing over the southern Great Plains,Validation of the North American land data assimilation system (NLDAS) retrospective forcing over the southern Great Plains,L Luo A Robock,108,76.47%,76.47%
Snow process modeling in the North American Land Data Assimilation System (NLDAS): 1. Evaluation of model-simulated snow cover extent,Snow process modeling in the North American Land Data Assimilation System (NLDAS): 1. Evaluation of model‐simulated snow cover extent,J Sheffield M Pan,74,94.74%,94.74%
Snow process modeling in the North American Land Data Assimilation System (NLDAS): 2. Evaluation of model simulated snow water equivalent,Snow process modeling in the North American Land Data Assimilation System (NLDAS): 2. Evaluation of model simulated snow water equivalent,M Pan J Sheffield,129,100.00%,100.00%
MOPEX (Model Parameter Estimation Experiment) and PUB,MOPEX (Model Parameter Estimation Experiment) and PUB,Q Duan,0,100.00%,100.00%
Signal analysis approach to diagnosing uncertainty and propagation of variance in hydrologic systems,Signal analysis approach to diagnosing uncertainty and propagation of variance in hydrologic systems,Q Duan,0,100.00%,100.00%
The multi-institution North American Land Data Assimilation System (NLDAS): Utilizing multiple GCIP products and partners in a continental distributed hydrological modeling system,The multi‐institution North American Land Data Assimilation System (NLDAS): Utilizing multiple GCIP products and partners in a continental distributed …,PR Houser,834,77.27%,89.47%
Total water storage in the Arkansas-Red River basin,Total water storage in the Arkansas‐Red River basin,Q Duan,6,87.50%,87.50%
"Land surface model spin-up behavior in the North American Land Data Assimilation System (NLDAS): GEWEX Continental-Scale International Project, Part 3 (GCIP3)",[CITATION][C] Land surface model spin-up behavior in the North American Land Data Assimilation System (NLDAS): GEWEX Continental-Scale International Project …,,1,80.95%,89.47%
"Real-time and retrospective forcing in the North American Land Data Assimilation System (NLDAS) project: GEWEX Continental-Scale International Project, Part 3 (GCIP3)",[CITATION][C] Real-time and retrospective forcing in the North American Land Data Assimilation System (NLDAS) project: GEWEX Continental-Scale International …,,9,76.19%,88.89%
